Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,FamilySize,TotalSpending,TotalAcceptedCmp,CampaignSuccessRate,IsParent,CustomerTenure,Churn,CLV,SpendingToIncome,HighValue,PurchaseActivity
2n Cycle,Married,45894.0,0,2,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,51,4,51,0,0.0,1,122,0,0.4146341463414634,0.0011112321603660529,0,9
Master,Divorced,78579.0,0,0,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,55,2,1812,1,0.16666666666666666,0,554,0,3.264864864864865,0.023059302621532198,1,18
Master,Widow,67369.0,0,1,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,56,3,1461,3,0.5,1,589,1,2.476271186440678,0.021686210479441886,1,25
Graduation,Divorced,58401.0,0,1,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,65,3,96,0,0.0,1,70,1,1.352112676056338,0.0016437793226259374,0,9
Graduation,Single,62307.0,0,1,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,73,3,160,0,0.0,1,132,1,1.2030075187969924,0.0025678885536367722,0,13
Master,Married,43641.0,1,1,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,56,4,139,0,0.0,1,433,1,0.32027649769585254,0.0031850052701526054,0,13
Master,Divorced,63841.0,0,1,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,57,3,908,0,0.0,1,434,1,2.0873563218390805,0.014222612073556592,0,27
2n Cycle,Married,46891.0,0,1,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,60,3,183,0,0.0,1,301,1,0.6059602649006622,0.00390258466262902,0,11
Master,Married,70091.0,1,0,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,56,3,1161,1,0.16666666666666666,1,455,0,2.5460526315789473,0.016563944530046226,1,25
PhD,Married,78075.0,0,0,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,53,2,988,0,0.0,0,85,1,11.488372093023257,0.012654336800040985,0,14
2n Cycle,Widow,59184.0,0,1,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,64,3,1072,0,0.0,1,658,0,1.6267071320182094,0.018112697474022135,1,29
Graduation,Married,54809.0,1,1,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,48,4,174,0,0.0,1,291,0,0.5958904109589042,0.0031746031746031746,0,12
Graduation,Married,58113.0,0,1,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,66,3,758,0,0.0,1,520,1,1.45489443378119,0.013043328629934268,0,26
Master,Married,51412.0,0,1,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,67,3,195,0,0.0,1,180,1,1.0773480662983426,0.003792815046778052,0,13
Graduation,Divorced,15287.0,1,0,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,46,3,31,2,0.3333333333333333,1,627,1,0.04936305732484077,0.0020277341705913134,0,11
Master,Together,66636.0,0,0,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,68,2,1084,0,0.0,0,316,1,3.419558359621451,0.01626723892131999,1,17
Master,Married,50965.0,0,1,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,69,3,685,1,0.16666666666666666,1,494,1,1.3838383838383839,0.013440332770866852,0,27
PhD,Married,84618.0,0,0,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,60,2,1672,1,0.16666666666666666,0,219,1,7.6,0.019759155745163615,1,27
Graduation,Married,18351.0,0,0,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,35,2,43,0,0.0,0,243,0,0.1762295081967213,0.0023430688753269396,0,12
PhD,Together,40451.0,0,2,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,68,4,49,1,0.16666666666666666,1,133,1,0.3656716417910448,0.0012113121724513004,0,9
Graduation,Together,36317.0,0,1,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,60,3,133,0,0.0,1,403,1,0.3292079207920792,0.003662095930392643,0,14
Graduation,Together,42213.0,0,1,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,68,3,363,1,0.16666666666666666,1,260,1,1.3908045977011494,0.008599042971526034,0,20
Graduation,Together,65748.0,0,1,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,70,3,545,0,0.0,1,440,1,1.2358276643990929,0.008289099453984091,0,17
Graduation,Together,77044.0,0,1,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,53,3,1065,1,0.16666666666666666,1,245,0,4.329268292682927,0.013823090401713284,1,33
Graduation,Together,74918.0,0,0,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,56,2,2047,1,0.16666666666666666,0,474,1,4.309473684210526,0.027322842002696246,1,23
Graduation,Married,56721.0,1,1,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,53,4,296,0,0.0,1,606,1,0.4876441515650741,0.005218433764676845,0,16
Graduation,Single,42160.0,1,1,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,50,4,140,1,0.16666666666666666,1,366,0,0.3814713896457766,0.0033206043499916984,0,13
Graduation,Single,61559.0,0,1,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,60,3,530,0,0.0,1,347,0,1.5229885057471264,0.008609486679662118,0,19
PhD,Together,33629.0,1,1,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,62,4,152,0,0.0,1,690,1,0.2199710564399421,0.004519774011299435,0,17
PhD,Together,68682.0,0,0,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,34,2,1598,0,0.0,0,266,1,5.98501872659176,0.02326631044072041,1,25
Graduation,Single,34377.0,0,1,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,62,3,114,0,0.0,1,526,1,0.21631878557874762,0.0033160742335214383,0,13
Basic,Single,8940.0,1,0,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,39,3,101,0,0.0,1,676,0,0.14918759231905465,0.011296275584386534,0,15
Graduation,Married,26228.0,1,0,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,52,3,25,0,0.0,1,280,1,0.08896797153024912,0.0009531434671546761,0,11
2n Cycle,Divorced,77297.0,0,0,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,68,2,789,1,0.16666666666666666,0,519,1,1.5173076923076922,0.010207249864162073,0,25
Graduation,Married,40211.0,1,1,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,44,4,87,1,0.16666666666666666,1,334,0,0.25970149253731345,0.002163533273649657,0,13
PhD,Widow,33438.0,1,1,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,67,4,90,0,0.0,1,280,1,0.3202846975088968,0.0026914680462932503,0,12
PhD,Married,75032.0,0,1,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,66,3,1215,0,0.0,1,427,1,2.838785046728972,0.016192875134940627,1,21
PhD,Single,61284.0,0,0,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,70,2,811,1,0.16666666666666666,0,260,1,3.10727969348659,0.013233254466835279,0,27
Graduation,Married,22518.0,1,0,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,39,3,61,2,0.3333333333333333,1,615,0,0.09902597402597403,0.002708823660020427,0,10
Master,Married,54730.0,0,1,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,50,3,405,0,0.0,1,318,1,1.2695924764890283,0.007399828250899855,0,17
Master,Married,38452.0,1,1,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,70,4,72,0,0.0,1,91,1,0.782608695652174,0.0018724156762801342,0,13
Graduation,Divorced,44421.0,1,1,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,54,4,189,0,0.0,1,499,1,0.378,0.004254648597541759,0,17
PhD,Together,38197.0,1,0,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,39,3,40,0,0.0,1,365,1,0.1092896174863388,0.0010471752447772135,0,9
Graduation,Divorced,41986.0,0,1,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,47,3,63,0,0.0,1,140,0,0.44680851063829785,0.0015004644294662633,0,11
Graduation,Together,28427.0,1,0,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,42,3,52,0,0.0,1,465,1,0.11158798283261803,0.0018291824961305756,0,13
PhD,Together,37395.0,1,0,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,49,3,39,0,0.0,1,58,1,0.6610169491525424,0.0010428922879452348,0,10
Graduation,Married,64722.0,1,0,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,54,3,805,0,0.0,1,34,1,23.0,0.01243761877539669,0,27
Master,Together,55249.0,0,1,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,69,3,130,0,0.0,1,73,1,1.7567567567567568,0.002352941176470588,0,10
Graduation,Together,84906.0,0,0,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,53,2,1631,3,0.5,0,268,1,6.063197026022305,0.019209252476238708,1,25
Graduation,Married,28691.0,1,0,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,36,3,34,0,0.0,1,360,1,0.09418282548476455,0.0011849993029415865,0,12
Graduation,Single,44213.0,1,1,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,73,4,152,0,0.0,1,212,1,0.7136150234741784,0.0034378251232641244,0,14
Basic,Single,25707.0,1,0,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,41,3,21,0,0.0,1,162,0,0.12883435582822086,0.0008168663451065816,0,11
PhD,Married,59062.0,2,1,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,58,5,71,0,0.0,1,269,1,0.26296296296296295,0.0012021062255557625,0,9
Graduation,Single,76624.0,0,1,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,63,3,899,1,0.16666666666666666,1,36,1,24.2972972972973,0.011732463295269169,0,23
Master,Together,66000.0,0,0,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,78,2,711,0,0.0,0,70,0,10.014084507042254,0.010772564052059817,0,10
PhD,Together,27683.0,1,0,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,47,3,351,0,0.0,1,694,1,0.5050359712230216,0.012678803641092327,0,20
Graduation,Divorced,1730.0,0,0,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,54,2,8,0,0.0,0,42,1,0.18604651162790697,0.00462160600808781,0,20
Basic,Single,7500.0,1,0,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,33,3,119,0,0.0,1,573,1,0.2073170731707317,0.01586455139314758,0,16
Graduation,Together,40521.0,1,1,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,57,4,21,0,0.0,1,450,1,0.04656319290465632,0.0005182370070578945,0,8
PhD,Together,20427.0,1,0,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,52,3,10,0,0.0,1,97,1,0.10204081632653061,0.0004895241824946152,0,11
Graduation,Married,65106.0,0,1,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,50,3,973,1,0.16666666666666666,1,36,1,26.2972972972973,0.014944629609719385,0,30
PhD,Married,69969.0,0,0,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,60,2,1536,3,0.5,0,306,1,5.003257328990228,0.021952265256538518,1,15
Graduation,Married,67433.0,0,2,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,73,4,992,1,0.16666666666666666,1,348,1,2.842406876790831,0.014710680072367055,0,28
PhD,Married,77766.0,0,1,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,58,3,1529,2,0.3333333333333333,1,492,1,3.101419878296146,0.019661295922434967,1,38
Graduation,Married,74716.0,0,1,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,53,3,860,0,0.0,1,290,1,2.9553264604811,0.01151009810351058,0,19
Graduation,Divorced,68118.0,0,1,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,62,3,928,0,0.0,1,254,1,3.6392156862745098,0.013623218191693947,0,27
PhD,Married,55158.0,1,1,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,55,4,418,1,0.16666666666666666,1,699,1,0.5971428571428572,0.007578092423720517,0,21
2n Cycle,Married,62972.0,0,1,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,70,3,587,1,0.16666666666666666,1,695,0,0.8433908045977011,0.00932145522684325,0,20
Graduation,Married,74190.0,0,1,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,50,3,641,0,0.0,1,48,1,13.081632653061224,0.008639861977867935,0,19
Graduation,Married,39356.0,1,1,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,49,4,23,1,0.16666666666666666,1,102,0,0.22330097087378642,0.0005843941357318902,0,9
Graduation,Together,76653.0,0,0,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,56,2,2279,2,0.3333333333333333,0,317,1,7.166666666666667,0.02973099903462311,1,24
PhD,Divorced,35860.0,1,1,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,52,4,49,1,0.16666666666666666,1,41,0,1.1666666666666667,0.0013663868826859261,0,9
PhD,Divorced,90687.0,0,0,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,42,2,1779,2,0.3333333333333333,0,403,1,4.403465346534653,0.01961670783345095,1,18
Master,Together,73450.0,0,0,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,43,2,1804,2,0.3333333333333333,0,206,1,8.714975845410628,0.02456059141468462,1,29
Graduation,Married,31454.0,1,1,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,65,4,48,0,0.0,1,358,0,0.13370473537604458,0.0015259895088221267,0,13
Graduation,Single,47139.0,1,1,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,73,4,83,1,0.16666666666666666,1,115,0,0.7155172413793104,0.0017607127704709377,0,12
Graduation,Divorced,83829.0,0,0,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,50,2,1862,4,0.6666666666666666,0,264,1,7.026415094339622,0.022211618752236668,1,18
PhD,Married,53378.0,1,1,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,62,4,793,1,0.16666666666666666,1,643,1,1.2313664596273293,0.014856029524719459,0,27
Graduation,Together,19656.0,1,0,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,55,3,84,0,0.0,1,506,1,0.16568047337278108,0.004273286869817368,0,13
PhD,Married,45579.0,0,1,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,77,3,183,0,0.0,1,313,0,0.5828025477707006,0.004014918824045634,0,15
2n Cycle,Single,85485.0,0,0,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,67,2,1383,0,0.0,0,8,1,153.66666666666666,0.016178087640081416,1,20
Graduation,Married,55956.0,0,0,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,81,2,999,1,0.16666666666666666,0,83,0,11.892857142857142,0.017852994263452295,0,18
Master,Single,64191.0,0,1,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,62,3,825,0,0.0,1,523,0,1.5744274809160306,0.012852068793619142,0,24
Graduation,Single,38808.0,1,0,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,53,3,246,2,0.3333333333333333,1,672,0,0.3655274888558692,0.006338735860238604,0,18
Master,Married,57183.0,1,1,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,59,4,610,0,0.0,1,467,1,1.3034188034188035,0.010667319529938444,0,25
Master,Divorced,23748.0,1,0,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,57,3,76,0,0.0,1,585,1,0.1296928327645051,0.0032001347425154743,0,14
Graduation,Married,66303.0,0,1,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,54,3,1286,1,0.16666666666666666,1,488,1,2.6298568507157465,0.019395511583011584,1,26
Master,Married,37368.0,1,0,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,50,3,30,1,0.16666666666666666,1,195,0,0.15306122448979592,0.0008028044635928176,0,9
Graduation,Married,40800.0,1,2,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,61,5,99,0,0.0,1,544,1,0.181651376146789,0.0024264111173745743,0,13
Graduation,Divorced,71847.0,0,0,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,47,2,1192,1,0.16666666666666666,0,646,1,1.8423493044822257,0.0165905801135731,1,25
Graduation,Married,46149.0,0,1,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,50,3,362,0,0.0,1,212,0,1.699530516431925,0.007843986998916577,0,18
Graduation,Together,78687.0,0,0,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,42,2,2130,2,0.3333333333333333,0,689,0,3.0869565217391304,0.027068930459536397,1,20
2n Cycle,Divorced,49118.0,0,0,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,54,2,1229,3,0.5,0,680,1,1.8046989720998532,0.025020867688674443,1,33
PhD,Married,37633.0,1,1,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,68,4,38,0,0.0,1,647,1,0.05864197530864197,0.0010097252484455547,0,13
Master,Together,39767.0,0,0,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,74,2,485,0,0.0,0,343,0,1.4098837209302326,0.012195735264534298,0,23
Basic,Married,26997.0,0,0,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,74,2,434,0,0.0,0,601,1,0.7209302325581395,0.01607526483443218,0,18
Graduation,Divorced,33986.0,1,0,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,55,3,44,0,0.0,1,472,1,0.09302325581395349,0.0012946126460117104,0,11
PhD,Married,57091.0,0,1,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,53,3,496,2,0.3333333333333333,1,583,1,0.8493150684931506,0.008687732081552582,0,23
2n Cycle,Married,46831.0,1,1,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,56,4,78,0,0.0,1,386,1,0.20155038759689922,0.0016655278442090878,0,9
Master,Married,83151.0,0,0,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,53,2,2346,4,0.6666666666666666,0,504,1,4.645544554455445,0.028213392341735616,1,24
Graduation,Married,52531.0,0,0,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,54,2,794,0,0.0,0,546,1,1.4515539305301646,0.0151145968171781,0,25
Graduation,Married,15759.0,0,0,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,69,2,17,0,0.0,0,297,0,0.05704697986577181,0.0010786802030456853,0,10
Graduation,Single,22804.0,1,0,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,54,3,26,0,0.0,1,333,1,0.07784431137724551,0.0011401008550756414,0,13
2n Cycle,Married,43050.0,1,0,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,52,3,76,0,0.0,1,103,0,0.7307692307692307,0.001765348075538315,0,11
PhD,Single,42997.0,1,1,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,48,4,15,0,0.0,1,204,1,0.07317073170731707,0.00034885343504349037,0,10
PhD,Single,48918.0,1,1,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,62,4,62,0,0.0,1,78,0,0.7848101265822784,0.001267401214252131,0,9
Master,Together,60033.0,0,1,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,71,3,198,0,0.0,1,92,0,2.129032258064516,0.003298131059066529,0,10
PhD,Together,34043.0,1,0,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,47,3,49,0,0.0,1,247,1,0.1975806451612903,0.0014393138291622606,0,13
Graduation,Together,57811.0,0,1,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,59,3,802,1,0.16666666666666666,1,370,1,2.161725067385445,0.013872552411264097,0,25
Graduation,Married,78569.0,0,0,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,79,2,1736,2,0.3333333333333333,0,130,0,13.251908396946565,0.022094947180857832,1,15
Graduation,Single,7500.0,1,1,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,47,4,57,0,0.0,1,549,0,0.10363636363636364,0.007598986801759766,0,12
Master,Together,157733.0,1,0,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,54,3,59,0,0.0,1,390,0,0.15089514066496162,0.00037404744696767974,0,3
Graduation,Together,94384.0,0,0,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,72,2,2302,4,0.6666666666666666,0,482,1,4.766045548654244,0.02438946866557186,1,20
2n Cycle,Married,23148.0,0,0,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,40,2,37,0,0.0,0,131,1,0.2803030303030303,0.0015983411810445375,0,12
Graduation,Divorced,44267.0,1,1,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,55,4,310,0,0.0,1,489,1,0.6326530612244898,0.0070028011204481795,0,20
Graduation,Married,71626.0,0,0,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,46,2,1305,1,0.16666666666666666,0,605,1,2.1534653465346536,0.018219386544180267,1,21
Graduation,Together,60894.0,0,1,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,59,3,832,0,0.0,1,366,1,2.2670299727520438,0.013662862303965843,0,28
Graduation,Together,50200.0,1,1,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,49,4,401,0,0.0,1,452,1,0.8852097130242825,0.007987888687476345,0,21
PhD,Married,81051.0,0,0,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,60,2,1501,2,0.3333333333333333,0,37,1,39.5,0.01851897547253615,1,24
Graduation,Married,65169.0,0,0,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,43,2,1189,5,0.8333333333333334,0,166,0,7.119760479041916,0.01824459106951051,1,33
Graduation,Together,59868.0,0,1,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,53,3,1194,0,0.0,1,342,0,3.4810495626822155,0.019943543403096762,1,31
PhD,Married,65695.0,0,1,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,65,3,656,0,0.0,1,149,1,4.373333333333333,0.009985387238188018,0,23
Master,Single,64857.0,0,0,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,69,2,1540,0,0.0,0,583,1,2.636986301369863,0.023744179592340188,1,26
Master,Together,45143.0,0,1,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,60,3,311,0,0.0,1,307,1,1.0097402597402598,0.006889066099592415,0,19
2n Cycle,Together,74805.0,0,1,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,70,3,820,0,0.0,1,235,0,3.4745762711864407,0.01096168756516857,0,23
2n Cycle,Married,59060.0,1,0,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,36,3,274,0,0.0,1,169,1,1.611764705882353,0.004639271261915647,0,15
PhD,Single,27238.0,1,1,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,63,4,57,0,0.0,1,435,0,0.13073394495412843,0.0020925878336209114,0,15
Graduation,Together,47009.0,0,1,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,60,3,448,0,0.0,1,271,1,1.6470588235294117,0.009529887258030206,0,17
2n Cycle,Married,46094.0,1,1,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,52,4,44,0,0.0,1,19,1,2.2,0.000954550385074303,0,11
Graduation,Married,40321.0,1,1,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,53,4,102,0,0.0,1,335,1,0.30357142857142855,0.0025296364267645456,0,13
Graduation,Together,37235.0,1,0,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,41,3,61,0,0.0,1,148,1,0.40939597315436244,0.0016381995917928887,0,8
Master,Married,81843.0,0,0,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,65,2,1643,0,0.0,0,433,0,3.7857142857142856,0.020074776403890326,1,29
Master,Together,46692.0,0,1,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,67,3,397,0,0.0,1,388,0,1.0205655526992288,0.008502345105262031,0,18
Graduation,Together,77382.0,0,1,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,57,3,1121,1,0.16666666666666666,1,173,0,6.442528735632184,0.014486385898711603,1,25
Graduation,Single,37774.0,2,0,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,48,4,473,2,0.3333333333333333,1,664,0,0.7112781954887218,0.012521508934480476,0,21
Basic,Married,18393.0,1,0,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,51,3,50,0,0.0,1,92,0,0.5376344086021505,0.002718277699249755,0,14
Master,Married,72828.0,0,1,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,63,3,1678,0,0.0,1,500,0,3.349301397205589,0.023040272418953987,1,29
Graduation,Married,24711.0,0,0,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,43,2,58,0,0.0,0,72,1,0.7945205479452054,0.0023470378763353838,0,13
PhD,Married,45503.0,1,0,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,50,3,170,0,0.0,1,277,1,0.6115107913669064,0.0037359353023909986,0,13
Master,Single,6560.0,0,0,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,43,2,373,0,0.0,0,199,0,1.865,0.05685108977290047,0,19
PhD,Together,71604.0,0,0,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,80,2,1196,2,0.3333333333333333,0,224,0,5.315555555555555,0.016702744221772224,1,20
Graduation,Married,27244.0,1,0,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,46,3,101,0,0.0,1,114,1,0.8782608695652174,0.0037071022205909343,0,13
Graduation,Married,48752.0,1,1,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,56,4,316,1,0.16666666666666666,1,564,0,0.5592920353982301,0.006481652411133674,0,21
Graduation,Married,71434.0,0,1,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,63,3,1400,2,0.3333333333333333,1,284,0,4.912280701754386,0.019598236158745713,1,22
Graduation,Single,90842.0,0,0,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,77,2,1424,0,0.0,0,335,1,4.238095238095238,0.01567539601290138,1,27
